code,name,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket
601021,春秋航空,空运,上海,27.18,20000.0,80000.0,1648570.88,429680.0,584919.0,153433.27,1.92,0.45799999999999996,8.63,5.77,20150121
600400,红豆股份,服饰,江苏,118.47,112079.92,142370.06,666880.88,462491.41,42975.8,7475.74,0.05,0.02,1.53,6.11,20010108
002096,南岭民爆,化工原料,湖南,0.0,37074.69,37128.69,370060.5,176232.61,92257.67,64814.6,1.75,-0.043,5.83,2.52,20061222
603616,韩建河山,其他建材,北京,0.0,7368.0,14668.0,148367.59,96969.56,34333.73,40295.4,2.75,-0.124,5.58,4.9,20150611
600716,凤凰股份,区域地产,江苏,1555.0,74060.06,93606.06,1089505.75,1006715.19,1440.33,147961.44,1.58,0.001,3.69,1.98,19960702
300341,麦迪电气,电气设备,福建,191.97,18400.0,25516.57,104492.18,72087.96,22804.55,33216.81,1.3,0.039,3.57,8.37,20120726
300371,汇中股份,电器仪表,河北,0.0,3492.69,12000.0,54947.56,33019.4,18304.21,18459.0,1.54,-0.038,4.25,6.56,20140123
603118,共进股份,通信设备,深圳,31.44,11898.42,30937.8,461748.44,318151.41,85495.06,152194.8,4.92,0.3,7.86,4.69,20150225
000426,兴业矿业,铅锌,内蒙,0.0,96326.54,119388.9,432047.19,82100.34,132588.25,84317.49,0.71,-0.003,2.26,3.23,19960828
603019,中科曙光,电脑设备,天津,180.15,35873.08,60000.0,454054.56,265265.66,74146.31,40370.01,0.67,0.05,2.3,15.84,20141106
603993,洛阳钼业,小金属,河南,128.67,1295373.13,1688719.88,3297968.25,1773793.25,441807.09,1072030.63,0.63,0.008,1.04,4.13,20121009
002363,隆基机械,汽车配件,山东,48.42,38556.55,38587.35,251931.47,143245.75,86282.8,108003.26,2.8,0.07,4.74,2.58,20100305
601028,玉龙股份,钢加工,江苏,52.25,78302.57,78623.77,331869.78,220174.34,84128.0,91031.8,1.16,0.035,3.38,2.15,20111107
600336,澳柯玛,家用电器,山东,39.77,68007.2,68207.2,319030.22,180827.16,56408.0,50062.37,0.73,0.043,1.52,4.54,20001229
300463,迈克生物,化学制药,四川,52.21,27460.97,55800.0,237077.8,174936.75,27651.15,97042.15,1.74,0.12300000000000001,3.7,6.95,20150528
002698,博实股份,化工机械,黑龙江,295.46,52003.17,68170.0,207809.02,165356.91,18431.8,18826.45,0.28,0.016,2.58,7.28,20120911
002605,姚记扑克,文教休闲,上海,51.94,25465.92,37400.0,143681.06,65573.77,18286.17,16354.62,0.44,0.07400000000000001,2.87,5.39,20110805
000838,财信发展,区域地产,北京,163.53,63349.89,110046.21,471520.09,441129.81,6596.02,24183.9,0.22,0.017,1.4,7.76,19970626
603308,应流股份,专用机械,安徽,118.38,23982.11,40001.0,494495.56,238937.27,193813.92,75580.36,1.89,0.055,4.76,5.45,20140122
002438,江苏神通,机械基件,江苏,80.04,13507.61,21957.15,181444.92,113554.22,46317.2,62289.71,2.84,0.066,5.41,3.93,20100623
600343,航天动力,航空,陕西,630.9,63820.64,63820.64,397032.19,286710.69,74028.13,118562.2,1.86,0.008,3.49,6.0,20030408
002312,三泰控股,电脑设备,四川,0.0,53918.28,91872.78,648794.63,394337.38,131785.88,320618.09,3.49,-0.004,4.82,3.52,20091203
600532,宏达矿业,普钢,山东,0.0,39623.44,51606.57,245961.97,64543.67,73910.9,104765.28,2.03,-0.057,3.42,4.68,20021031
600597,光明乳业,乳制品,上海,32.29,122430.2,123063.67,1564886.75,759859.88,533449.06,177058.02,1.44,0.096,3.8,3.26,20020828
300409,道氏技术,陶瓷,广东,254.93,8846.25,21500.0,145620.52,108899.7,20249.23,73706.88,3.43,0.044000000000000004,5.09,8.74,20141203
603601,再升科技,玻璃,重庆,93.81,7106.0,17552.33,47285.01,20796.45,13444.92,8746.38,0.5,0.10300000000000001,2.38,16.21,20150122
002091,江苏国泰,商贸代理,江苏,40.56,52802.92,54407.62,378554.97,298934.16,39740.8,6928.77,0.13,0.1,3.32,4.88,20061208
600828,茂业商业,百货,四川,15.96,56981.73,173198.25,887514.69,272006.78,153051.63,33173.8,0.19,0.102,1.64,3.96,19940224
300219,鸿利光电,元器件,广东,37.65,53287.78,67148.25,211637.47,95445.75,59978.03,0.0,0.0,0.09699999999999999,1.73,8.42,20110518
600101,明星电力,水力发电,四川,30.78,32417.9,32417.9,277576.97,35896.8,190915.13,46199.6,1.43,0.095,5.95,1.96,19970627
300337,银邦股份,铝,江苏,0.0,70780.39,82192.0,249759.66,94571.49,127715.3,57138.86,0.7,-0.01,1.84,4.21,20120718
002062,宏润建设,建筑施工,浙江,24.96,94170.18,110250.0,1441991.0,1223414.38,109137.8,4002.9,0.04,0.057999999999999996,2.22,2.62,20060816
300177,中海达,通信设备,广东,0.0,31304.47,43692.35,186440.3,136462.92,17916.21,75117.61,1.72,-0.011000000000000001,3.52,3.95,20110215
300452,山河药辅,化学制药,安徽,89.24,4042.7,9280.0,47602.87,31907.8,12010.99,15930.29,1.72,0.136,4.05,11.95,20150515
002726,龙大肉食,食品,山东,29.31,10882.45,43648.0,200381.67,136080.8,44979.51,58340.06,1.34,0.127,3.67,4.04,20140626
002558,世纪游轮,旅游服务,重庆,0.0,3246.15,56232.78,60323.13,22946.8,36887.71,40424.62,0.72,-0.26,8.61,14.3,20110302
300250,初灵信息,通信设备,浙江,230.09,10738.55,22995.17,189707.69,87549.22,1590.6,120027.8,5.22,0.031,6.65,4.24,20110803
603968,醋化股份,化工原料,江苏,62.71,13660.0,20448.0,155426.48,88048.13,53533.93,39697.4,1.94,0.09300000000000001,5.4,4.33,20150518
300073,当升科技,矿物制品,北京,188.77,15899.24,18303.4,176939.61,95053.99,30509.59,97747.9,5.34,0.086,6.87,9.46,20100427
600255,鑫科材料,铜,安徽,0.0,176959.34,176959.34,506045.66,277518.72,123384.15,115910.88,0.66,-0.022000000000000002,1.79,2.32,20001122
300501,海顺新材,广告包装,上海,97.96,1338.0,5338.0,60546.92,46795.85,6739.52,31958.16,5.99,0.252,10.27,9.63,20160204
002088,鲁阳节能,矿物制品,山东,116.29,13686.32,23397.86,215764.22,119356.32,72010.9,53795.51,2.3,0.032,6.88,2.13,20061130
002656,摩登大道,服饰,广东,0.0,25610.0,32000.0,281839.16,121848.47,39586.5,53480.9,1.67,-0.033,3.73,3.67,20120228
002067,景兴纸业,造纸,浙江,12.85,96030.1,109395.1,577781.69,223887.0,281822.81,155165.86,1.42,0.149,2.82,2.71,20060915
300306,远方光电,电器仪表,浙江,100.73,11768.37,24000.0,115733.15,82037.11,10434.99,46333.4,1.93,0.053,4.54,4.74,20120329
002519,银河电子,通信设备,江苏,47.76,44078.69,57505.19,362175.34,177925.59,40190.62,97766.21,1.7,0.11900000000000001,3.55,6.43,20101207
300457,赢合科技,专用机械,深圳,105.05,5308.74,11700.0,123204.06,72314.11,17703.39,18817.89,1.61,0.185,4.5,17.22,20150514
600097,开创国际,渔业,上海,0.0,20259.78,20259.78,109811.38,43634.55,64314.11,2548.95,0.13,-0.45299999999999996,3.44,4.42,19970619
300045,华力创通,电脑设备,北京,335.39,33381.91,55512.0,115183.55,77233.47,6889.22,13213.75,0.24,0.013999999999999999,1.63,11.44,20100120
300205,天喻信息,元器件,湖北,193.31,42468.28,43005.6,165448.02,133648.92,19788.11,41568.71,0.97,0.018000000000000002,2.6,5.21,20110421
002104,恒宝股份,元器件,江苏,46.86,70723.97,71350.39,198030.31,137092.48,35221.35,8940.57,0.13,0.08199999999999999,2.26,6.84,20070110
002234,民和股份,农业综合,山东,33.96,20615.21,30204.66,204069.42,69334.21,82552.59,86187.93,2.85,0.22899999999999998,3.13,9.94,20080516
002601,佰利联,化工原料,河南,146.22,59558.12,71548.46,604970.94,233706.27,188225.36,141102.91,1.97,0.023,3.33,4.06,20110715
300098,高新兴,通信设备,广东,60.21,47982.42,107476.46,432648.06,225040.2,6587.53,204124.38,1.9,0.06,3.25,4.44,20100728
600178,东安动力,汽车配件,黑龙江,277.65,46208.0,46208.0,359845.53,160751.06,31806.02,85994.0,1.86,0.008,3.79,2.23,19981014
603669,灵康药业,化学制药,西藏,70.99,8645.0,26000.0,131165.31,91370.34,27340.21,64725.1,2.49,0.10099999999999999,4.41,6.53,20150528
600503,华丽家族,区域地产,上海,290.58,156269.06,160229.0,547162.81,388592.75,510.1,119900.1,0.75,0.008,2.27,3.85,20020709
603021,山东华鹏,玻璃,山东,116.77,6396.0,10540.0,199865.8,57879.71,50159.68,21045.59,2.0,0.084,6.82,5.77,20150423
600866,*ST星湖,食品,广东,0.0,55039.35,64539.35,181032.45,71340.81,82859.38,76112.06,1.18,-0.037000000000000005,1.59,3.74,19940818
300263,隆华节能,专用机械,河南,835.39,23336.0,44329.96,347153.41,190163.59,32315.75,143654.56,3.24,0.006,5.46,3.71,20110916
600869,智慧能源,电气设备,青海,63.63,198008.67,208298.91,1277899.63,819862.69,212057.47,103643.68,0.5,0.042,2.04,5.2,19950206
002287,奇正藏药,中成药,西藏,54.43,40600.0,40600.0,224330.3,154199.55,28541.48,41094.12,1.01,0.16,4.13,8.44,20090828
002719,麦趣尔,乳制品,新疆,202.87,3380.14,10883.71,140735.77,88363.65,23011.02,74161.07,6.81,0.054000000000000006,10.38,4.26,20140128
603223,恒通股份,公路,山东,77.67,3000.0,12000.0,89909.35,32671.1,37584.39,28106.4,2.34,0.09699999999999999,4.97,6.07,20150630
000966,长源电力,火力发电,湖北,6.61,55414.19,55414.19,905276.88,79056.43,707755.56,151182.67,2.73,0.528,6.34,2.2,20000316
002546,新联电子,电气设备,江苏,105.37,65696.09,83404.9,176619.44,134777.3,30599.0,2300.33,0.03,0.028999999999999998,1.62,7.68,20110211
002696,百洋股份,渔业,广西,1051.7,17600.0,17600.0,177221.13,87500.68,62894.03,46820.73,2.66,0.004,5.58,3.05,20120905
600360,华微电子,半导体,吉林,236.31,73808.0,73808.0,359946.88,196056.52,121545.22,49220.69,0.67,0.012,2.72,4.11,20010316
002651,利君股份,专用机械,四川,84.21,31280.41,100250.0,246116.27,180177.81,24449.5,33509.53,0.33,0.025,1.88,4.44,20120106
600537,亿晶光电,半导体,浙江,23.39,117635.92,117635.92,681298.06,342910.5,294685.97,113567.92,0.97,0.079,2.42,3.07,20030123
000606,*ST易桥,化学制药,青海,0.0,46932.39,61895.64,94824.96,25259.25,44007.55,38605.14,0.62,-0.03,1.32,7.98,19961004
002652,扬子新材,其他建材,江苏,101.43,24378.64,32004.0,185702.06,111709.52,33187.09,7322.2,0.23,0.031,1.89,6.7,20120119
002688,金河生物,化学制药,内蒙,30.07,52861.87,63528.96,226384.66,109751.15,55327.76,91975.35,1.45,0.08,2.43,3.94,20120713
603688,石英股份,矿物制品,江苏,82.18,8016.0,22380.0,121501.65,72481.53,34534.96,56206.86,2.51,0.057,5.14,3.66,20141031
300473,德尔股份,汽车配件,辽宁,63.78,4674.83,10000.0,194174.63,157941.94,25562.36,99233.36,9.92,0.261,15.21,4.37,20150612
600405,动力源,电气设备,北京,0.0,42389.28,43794.28,230692.66,151117.0,48504.45,16421.38,0.37,-0.061,1.77,7.5,20040401
600800,天津磁卡,综合类,天津,0.0,61031.1,61127.1,62057.26,30019.0,7075.18,13506.77,0.22,-0.021,0.12,54.44,19931206
002303,美盈森,造纸,深圳,108.97,61158.07,143040.0,315955.47,167049.52,79660.68,1615.79,0.01,0.025,1.69,6.55,20091103
002081,金 螳 螂,装修装饰,江苏,14.39,251846.2,264330.88,2284592.75,1906418.0,104725.65,15882.98,0.06,0.175,3.44,2.94,20061120
600485,信威集团,通信设备,北京,26.97,163144.31,292374.28,1746071.38,1454196.25,60517.68,313304.34,1.07,0.159,3.68,4.65,20030807
002406,远东传动,汽车配件,河南,39.06,39061.48,56100.0,251113.95,149785.06,63834.55,89304.5,1.59,0.053,3.94,2.08,20100518
600438,通威股份,饲料,四川,0.0,137504.0,211086.91,1133112.75,320829.47,537322.75,220716.47,1.05,-0.004,2.09,3.06,20040302
300307,慈星股份,纺织机械,浙江,55.74,79322.27,80200.0,423045.06,312432.41,19030.8,192787.59,2.4,0.057,4.86,2.63,20120329
600207,安彩高科,元器件,河南,2362.79,69000.0,69000.0,222874.77,94235.68,79649.78,195878.69,2.84,0.001,1.15,8.71,19990714
300106,西部牧业,农业综合,新疆,0.0,21017.63,21133.23,254523.55,135199.5,62502.63,62071.41,2.94,-0.062,4.86,2.87,20100820
300020,银江股份,软件服务,浙江,68.23,57627.46,65519.07,460641.09,373300.0,8000.5,135106.25,2.06,0.057,4.13,3.74,20091030
002716,金贵银业,小金属,湖南,66.33,28810.1,50329.05,673554.69,555338.5,84174.7,52096.26,1.04,0.064,3.98,4.26,20140128
300354,东华测试,电器仪表,江苏,0.0,6624.04,13837.01,36717.8,25703.5,6826.91,10644.82,0.77,-0.013999999999999999,2.45,9.16,20120920
002309,中利科技,电气设备,江苏,214.12,36025.87,57223.23,2057204.75,1555907.5,311238.81,236057.88,4.13,0.019,7.99,2.08,20091127
300466,赛摩电气,电器仪表,江苏,498.85,9540.0,24000.0,59304.73,45784.1,7417.27,22429.1,0.93,0.015,1.97,15.0,20150528
300403,地尔汉宇,电气设备,广东,36.75,5882.0,13400.0,140326.67,100331.21,19159.92,64369.76,4.8,0.38,9.51,5.87,20141030
002775,文科园林,建筑施工,深圳,184.94,3000.0,12000.0,187092.63,180480.98,1799.98,56159.88,4.68,0.062,9.38,4.88,20150629
600729,重庆百货,百货,重庆,7.58,37231.14,40652.85,1339072.38,893390.0,255276.45,41376.93,1.02,0.7859999999999999,11.47,2.08,19960702
002618,丹邦科技,元器件,深圳,381.6,36527.28,36528.0,236299.84,73511.55,93754.05,107726.96,2.95,0.018000000000000002,4.55,6.02,20110920
300410,正业科技,电器仪表,广东,1025.7,4875.0,18112.08,73078.68,43594.18,7384.72,17002.85,0.94,0.011000000000000001,3.43,13.52,20141231
000531,穗恒运Ａ,火力发电,广东,20.15,68508.13,68508.28,891866.88,233586.59,298887.56,89960.77,1.31,0.157,5.31,2.38,19940106
000980,金马股份,汽车配件,安徽,51.07,52814.0,52814.0,350761.25,284318.44,43742.59,126699.97,2.4,0.053,3.97,2.72,20000616
002747,埃斯顿,机械基件,江苏,378.88,6000.0,24315.19,81525.53,47800.53,17331.92,21401.32,0.88,0.021,2.07,15.37,20150320
002416,爱施德,电器连锁,深圳,81.89,96986.2,99138.47,981216.0,848432.81,2563.57,147683.56,1.49,0.057999999999999996,4.59,4.11,20100528
002731,萃华珠宝,服饰,辽宁,0.0,5342.0,15068.0,231251.34,205856.02,10962.12,40195.59,2.67,-0.009000000000000001,7.17,3.59,20141104
603989,艾华集团,元器件,湖南,41.66,7500.0,30000.0,210896.38,157569.88,47781.65,92728.82,3.09,0.183,5.94,5.12,20150515
601069,西部黄金,黄金,新疆,106.22,18975.0,63600.0,246184.05,57454.01,109145.11,50813.8,0.8,0.051,2.57,8.35,20150122
002362,汉王科技,电脑设备,北京,368.71,17616.21,21410.27,86516.15,53008.94,19713.67,97909.71,4.57,0.017,3.48,7.02,20100303
601899,紫金矿业,黄金,福建,276.21,1580380.38,2154324.25,9258232.0,2894946.75,2891105.5,726138.19,0.34,0.003,1.26,2.59,20080425
002590,万安科技,汽车配件,浙江,170.49,36165.39,47964.69,298356.22,222999.22,47795.05,81836.28,1.71,0.047,3.45,9.22,20110610
300138,晨光生物,食品,河北,65.52,16984.65,26211.02,197525.25,133252.27,43076.5,94138.36,3.59,0.061,5.51,2.9,20101105
002610,爱康科技,电气设备,江苏,374.42,70216.31,112271.53,1469472.13,645077.19,496423.44,478436.84,4.26,0.02,5.52,3.33,20110815
002607,亚夏汽车,汽车服务,安徽,100.27,35692.8,45574.21,354465.75,180315.86,75976.96,20268.92,0.44,0.027000000000000003,2.34,4.68,20110810
600389,江山股份,农药化肥,江苏,140.37,29700.0,29700.0,412832.63,203940.27,163436.52,21455.31,0.72,0.024,4.37,3.11,20010110
300328,宜安科技,铝,广东,393.19,40320.0,40320.0,89309.27,45476.57,37507.76,21747.65,0.54,0.011000000000000001,1.69,10.12,20120619
300095,华伍股份,机械基件,江西,109.13,23218.56,37607.92,123362.27,76335.0,28446.45,24321.71,0.65,0.027999999999999997,2.6,4.66,20100728
002488,金固股份,汽车配件,浙江,0.0,38435.26,50848.33,388786.94,225203.09,104433.46,84037.56,1.65,-0.038,3.08,6.71,20101021
002185,华天科技,半导体,甘肃,40.67,90576.9,106555.64,719957.13,381991.97,262434.53,252691.91,2.37,0.073,4.43,2.66,20071120
300031,宝通科技,橡胶,江苏,109.92,22387.65,39676.78,252496.55,86910.38,29562.86,109145.7,2.75,0.052000000000000005,6.12,3.75,20091225
002580,圣阳股份,电气设备,山东,100.45,14839.09,22100.99,187017.48,133179.63,41751.6,66935.99,3.03,0.047,5.19,3.63,20110506
300109,新开源,化工原料,河南,118.45,8036.0,17048.24,156020.84,42626.46,28411.0,84585.71,4.96,0.12,6.94,8.19,20100825
002217,合力泰,元器件,山东,74.7,37558.23,142247.42,979034.88,519965.81,169426.0,357690.69,2.51,0.05,3.94,3.77,20080220
300445,康斯特,电器仪表,北京,216.72,4080.0,16320.0,40297.98,28429.88,10268.12,10763.76,0.66,0.028999999999999998,2.31,10.97,20150424
600058,五矿发展,商贸代理,北京,30.88,107191.07,107191.07,3241037.25,2787637.75,95445.8,411974.28,3.84,0.151,4.79,3.89,19970528
300331,苏大维格,元器件,江苏,268.95,12607.12,18600.0,70649.31,46261.43,21011.5,16974.76,0.91,0.024,2.63,9.95,20120628
002397,梦洁家纺,纺织,湖南,42.32,33032.51,67824.15,195407.34,116255.57,59077.98,24462.49,0.36,0.048,2.13,3.82,20100429
601015,陕西黑猫,焦炭加工,陕西,156.37,29600.0,62000.0,1024637.88,434802.44,373069.38,91719.95,1.48,0.017,4.03,2.59,20141105
300092,科新机电,专用机械,四川,539.6,15219.75,22750.0,68899.46,32348.06,33368.19,20638.76,0.91,0.006999999999999999,2.08,7.66,20100708
002156,通富微电,半导体,江苏,99.64,97242.5,97263.0,702779.81,319285.63,267186.22,225065.27,2.31,0.032,3.88,3.28,20070816
002222,福晶科技,元器件,福建,98.37,41953.37,42750.0,70747.5,29388.81,33293.8,20943.95,0.49,0.037000000000000005,1.49,9.71,20080319
300218,安利股份,塑料,安徽,86.69,16847.47,21698.69,182645.7,64328.42,100143.43,36064.51,1.66,0.042,4.5,3.27,20110518
300366,创意信息,软件服务,四川,0.0,5385.7,22202.41,176243.31,98630.93,2134.84,91529.75,4.12,-0.044000000000000004,5.91,5.67,20140127
000957,中通客车,汽车整车,山东,21.29,23848.92,29645.19,818456.31,662104.13,105175.8,77337.03,2.61,0.457,7.67,5.07,20000113
600689,上海三毛,纺织,上海,0.0,15220.41,20099.13,79415.21,37211.96,7939.16,21178.32,1.05,-0.04,1.61,8.97,19931108
300077,国民技术,半导体,深圳,93.2,53794.92,56364.0,318918.53,249561.05,2080.29,236181.38,4.19,0.046,4.99,3.46,20100430
300034,钢研高纳,小金属,北京,117.88,41759.73,41838.51,163116.63,100344.65,46198.18,41574.81,0.99,0.05,2.94,8.01,20091225
300213,佳讯飞鸿,通信设备,北京,302.13,12366.11,26101.58,152133.8,90527.13,16308.47,25644.55,0.98,0.02,3.38,7.15,20110505
002635,安洁科技,电脑设备,江苏,41.77,18409.08,38885.32,307391.72,177617.5,80137.8,125314.22,3.22,0.22,6.19,5.95,20111125
603818,曲美家居,家居用品,北京,117.42,13160.79,48412.0,148906.13,87395.99,38461.68,32885.01,0.68,0.032,2.55,5.96,20150422
600746,江苏索普,化工原料,江苏,581.42,30466.08,30642.14,55917.55,14959.3,30121.49,6207.23,0.2,0.004,1.37,6.91,19960918
002114,罗平锌电,铅锌,云南,0.0,8621.2,27184.08,182097.27,52113.95,50813.57,70135.68,2.58,-0.087,2.92,8.38,20070215
300278,华昌达,专用机械,湖北,59.18,22365.09,54504.33,350982.81,218191.91,25153.75,69120.78,1.27,0.067,2.79,5.71,20111216
300025,华星创业,通信设备,浙江,239.96,30616.84,42853.05,206401.88,164877.31,13584.37,24603.6,0.57,0.012,1.96,5.96,20091030
002677,浙江美大,家用电器,浙江,58.65,60400.0,64000.0,119036.8,76678.61,34761.89,27237.0,0.43,0.045,1.68,6.26,20120525
002281,光迅科技,通信设备,湖北,43.93,20349.85,20972.85,468837.56,397113.13,59795.19,149151.0,7.11,0.35100000000000003,13.04,4.73,20090821
300013,新宁物流,仓储物流,江苏,207.67,18000.0,29779.14,169713.31,77501.11,18625.36,90397.52,3.04,0.02,3.95,4.15,20091030
002598,山东章鼓,机械基件,山东,83.53,26840.83,31200.0,100137.93,68840.97,21517.18,21169.92,0.68,0.033,2.45,4.49,20110707
000413,东旭光电,元器件,河北,22.55,240934.81,383500.06,2860649.25,1702185.25,679088.94,939237.81,2.45,0.091,3.82,2.14,19960925
300314,戴维医疗,医疗保健,浙江,89.94,12770.86,28800.0,76832.03,48392.55,7801.92,17553.43,0.61,0.063,2.49,9.07,20120508
601965,XD中国汽,汽车服务,重庆,34.71,96117.97,96117.97,436820.25,232511.75,130740.65,141141.02,1.47,0.063,3.99,2.19,20120611
300469,信息发展,软件服务,上海,0.0,2835.33,6680.0,69364.0,61892.13,1039.35,12701.6,1.9,-0.33,4.8,22.71,20150611
002334,英威腾,电气设备,深圳,364.08,52637.87,74886.64,216583.02,162292.91,19463.72,28703.98,0.38,0.006,2.27,3.71,20100113
002756,永兴特钢,特种钢,浙江,39.12,13785.75,36000.0,320455.5,222902.59,51916.53,98600.57,2.74,0.149,8.11,2.88,20150515
300021,大禹节水,农业综合,甘肃,103.61,16558.88,27860.0,164148.45,121156.61,28412.24,4424.58,0.16,0.043,1.98,9.07,20091030
000581,威孚高科,汽车配件,江苏,11.8,83649.15,100895.04,1605843.63,873595.19,233383.09,339693.53,3.37,0.402,12.0,1.58,19980924
603866,桃李面包,食品,辽宁,57.23,4501.25,45012.6,218234.02,102979.56,77857.7,52761.78,1.17,0.184,4.34,9.7,20151222
002521,齐峰新材,造纸,山东,60.21,40902.96,49468.57,414766.06,271312.5,115842.22,199017.25,4.02,0.038,6.81,1.35,20101210
000925,众合科技,专用机械,浙江,0.0,30551.35,32032.39,378566.47,197980.27,26445.88,96936.4,3.03,-0.061,3.74,5.12,19990611
600067,冠城大通,全国地产,福建,2245.19,148779.45,148779.45,1998249.38,1510139.88,97231.32,168873.38,1.14,0.001,4.75,1.5,19970508
000585,东北电气,电气设备,辽宁,0.0,60942.1,87337.0,46406.51,26925.35,5705.95,88342.24,1.01,-0.005,0.33,17.28,19951213
002182,云海金属,小金属,江苏,69.87,22014.93,32321.13,334219.13,171673.16,119858.92,80787.0,2.5,0.064,4.11,4.34,20071113
300280,南通锻压,专用机械,江苏,178.26,12800.0,12800.0,80305.88,41215.26,23711.52,42228.34,3.3,0.037000000000000005,4.98,5.28,20111229
603701,德宏股份,汽车配件,浙江,93.48,1960.0,7840.0,48034.62,24423.23,12571.5,5633.58,0.72,0.26,4.98,14.73,20160412
001696,宗申动力,摩托车,重庆,33.81,89213.47,114502.7,640087.25,454483.69,68317.8,54553.71,0.48,0.078,3.26,3.25,19970306
002404,嘉欣丝绸,纺织,浙江,61.97,39227.58,52065.0,202609.63,112404.85,34895.48,32207.05,0.62,0.03,2.43,3.01,20100511
002105,信隆实业,文教休闲,深圳,156.59,36850.0,36850.0,127125.52,68128.68,44952.15,6092.15,0.17,0.013999999999999999,1.24,6.98,20070112
300154,瑞凌股份,元器件,深圳,51.94,31382.49,44700.0,171137.11,157237.92,8911.28,69365.88,1.55,0.047,3.45,2.83,20101229
300234,开尔新材,陶瓷,浙江,127.32,14127.08,28953.46,122850.22,93212.93,9496.96,41463.17,1.43,0.037000000000000005,3.43,5.52,20110622
002619,巨龙管业,水泥,浙江,98.14,27483.46,80002.1,370231.06,89851.06,32955.6,263758.91,3.3,0.036000000000000004,4.04,3.48,20110929
600303,曙光股份,汽车整车,辽宁,20.97,57450.6,62032.42,1001670.13,521678.44,217056.2,79403.77,1.28,0.155,3.97,3.26,20001226
002318,久立特材,特种钢,浙江,100.98,80915.24,84150.59,367651.5,172746.19,151556.84,67043.18,0.8,0.027999999999999997,2.95,3.84,20091211
300235,方直科技,软件服务,深圳,97.57,9147.61,15840.0,38181.46,22462.71,2006.43,6258.08,0.4,0.057,2.22,9.95,20110629
603030,全筑股份,装修装饰,上海,192.41,6435.52,16000.0,247869.95,197365.25,919.21,34251.18,2.14,0.035,5.34,5.03,20150320
600172,黄河旋风,矿物制品,河南,35.36,64187.39,79239.89,811292.75,278704.63,322090.81,235668.97,2.97,0.127,5.83,3.09,19981126
300447,全信股份,电气设备,江苏,72.21,5490.0,16200.0,71461.28,56149.23,5445.66,19973.11,1.23,0.145,3.59,11.67,20150422
000990,诚志股份,化工原料,江西,0.0,29702.83,38768.35,487795.25,270866.13,107139.86,147476.97,3.8,-0.045,6.23,2.76,20000706
002265,西仪股份,汽车配件,云南,445.93,29102.59,29102.59,79134.18,51158.76,24890.97,14283.32,0.49,0.008,1.66,9.03,20080806
300304,云意电气,汽车配件,江苏,66.25,19183.98,22682.92,126123.96,84591.56,33710.46,44781.65,1.97,0.12,5.03,5.7,20120321
600171,上海贝岭,半导体,上海,244.92,67380.77,67380.77,207103.81,156154.84,8418.05,80176.53,1.19,0.016,2.73,5.69,19980924
000400,许继电气,电气设备,河南,106.9,73744.6,100832.72,1238146.63,1079487.25,96564.27,82976.38,0.82,0.036000000000000004,6.27,2.42,19970418
603589,口子窖,白酒,安徽,20.7,6000.0,60000.0,507224.94,327446.06,93023.77,97688.22,1.63,0.451,6.56,5.69,20150629
300130,新国都,电脑设备,深圳,306.58,14916.41,23102.14,211004.77,115574.36,4366.58,61073.8,2.64,0.022000000000000002,5.5,4.84,20101019
600737,中粮屯河,食品,新疆,0.0,132266.34,205187.59,1517078.88,977217.13,388228.53,412969.97,2.01,-0.009000000000000001,3.01,3.69,19960731
603778,乾景园林,建筑施工,北京,97.79,5000.0,20000.0,139196.97,136996.25,1010.07,44313.55,2.22,0.062,4.42,5.51,20151231
002405,四维图新,软件服务,北京,174.62,99963.93,106673.63,373097.75,215941.02,13854.65,120206.15,1.13,0.031,2.44,8.9,20100518
002787,华源包装,广告包装,江苏,60.24,3520.0,14080.0,112168.56,73262.03,26618.21,43895.59,3.12,0.203,6.66,7.34,20151231
300458,全志科技,元器件,广东,114.9,7039.75,16000.0,176793.0,153147.36,12820.36,40414.75,2.53,0.244,9.82,11.4,20150515
002115,三维通信,通信设备,浙江,0.0,34074.89,41068.8,199957.8,139410.52,15334.97,24710.85,0.6,-0.036000000000000004,2.24,4.71,20070215
600281,太化股份,化工原料,山西,0.0,51440.19,51440.19,218054.75,125473.72,8646.32,57746.19,1.12,-0.009000000000000001,1.0,6.07,20001109
002378,章源钨业,小金属,江西,0.0,92293.34,92416.74,306701.59,123099.67,101034.7,57603.2,0.62,-0.024,2.04,5.01,20100331
002022,科华生物,生物制药,上海,46.79,38012.64,51256.92,215000.13,136705.92,29986.52,29159.1,0.57,0.109,3.39,6.02,20040721
002407,多氟多,化工原料,河南,60.14,47747.83,62810.53,426197.94,205303.22,140559.34,160187.42,2.55,0.179,3.49,12.3,20100518
000868,安凯客车,汽车整车,安徽,125.47,69556.15,69556.56,665072.94,499464.69,110976.11,38508.65,0.55,0.015,1.86,3.92,19970725
300414,中光防雷,元器件,四川,73.48,6593.0,16853.0,81929.97,76139.68,4384.55,21052.15,1.25,0.115,4.02,8.41,20150513
600773,西藏城投,区域地产,西藏,250.21,69314.77,72921.36,1118694.25,1057588.38,16472.42,115123.86,1.58,0.016,3.43,4.55,19961108
